question_group_id,concept_name,domains,mode_supported,source_type,input_keys_covered,derivation_targets,question_role,section_candidate,ordering_priority,direct_or_supporting,expected_response_type,preferred_scale_name,ask_once_or_repeat,respondent_expected,administered_by,caregiver_prompt_candidate,psychologist_prompt_candidate,caregiver_help_text_candidate,psychologist_help_text_candidate,allow_unknown,unknown_option_needed,criticality,branching_candidate,branching_rule_summary,validation_rule_summary,terminology_risk,notes
sdq_conduct_problems,sdq conduct problems,adhd|anxiety|conduct|depression|elimination,both,general,sdq_conduct_problems,n/a,direct,sdq,10,direct,integer,integer_0_10,ask_once,clinician,both,SDQ: sdq conduct problems (respuesta estructurada),SDQ: sdq conduct problems (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_emotional_symptoms,sdq emotional symptoms,adhd|anxiety|conduct|depression|elimination,both,general,sdq_emotional_symptoms,n/a,direct,sdq,10,direct,integer,integer_0_8,ask_once,clinician,both,SDQ: sdq emotional symptoms (respuesta estructurada),SDQ: sdq emotional symptoms (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_hyperactivity_inattention,sdq hyperactivity inattention,adhd|anxiety|conduct|depression|elimination,both,general,sdq_hyperactivity_inattention,n/a,direct,sdq,10,direct,integer,integer_0_10,ask_once,clinician,both,SDQ: sdq hyperactivity inattention (respuesta estructurada),SDQ: sdq hyperactivity inattention (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_impact,sdq impact,adhd|anxiety|conduct|depression|elimination,both,general,sdq_impact,n/a,direct,sdq,10,direct,integer,integer_0_7,ask_once,clinician,both,SDQ: sdq impact (respuesta estructurada),SDQ: sdq impact (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_peer_problems,sdq peer problems,adhd|anxiety|depression,both,general,sdq_peer_problems,n/a,direct,sdq,10,direct,integer,integer_0_10,ask_once,clinician,both,SDQ: sdq peer problems (respuesta estructurada),SDQ: sdq peer problems (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_prosocial_behavior,sdq prosocial behavior,adhd|anxiety|depression,both,general,sdq_prosocial_behavior,n/a,direct,sdq,10,direct,integer,integer_0_8,ask_once,clinician,both,SDQ: sdq prosocial behavior (respuesta estructurada),SDQ: sdq prosocial behavior (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sdq_total_difficulties,sdq total difficulties,adhd|anxiety|conduct|depression|elimination,both,general,sdq_total_difficulties,n/a,direct,sdq,10,direct,integer,integer_0_38,ask_once,clinician,both,SDQ: sdq total difficulties (respuesta estructurada),SDQ: sdq total difficulties (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_swan,has swan,adhd,both,disponibilidad_instrumental,has_swan,n/a,direct,swan,10,direct,boolean,boolean_yes_no,ask_once,clinician,both,SWAN: has swan (respuesta estructurada),SWAN: has swan (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
swan_hyperactive_impulsive_total,swan hyperactive impulsive total,adhd,both,score_derivado,swan_hyperactive_impulsive_total,swan_hyperactive_impulsive_total,supporting,swan,10,supporting,integer,integer_-17_18,ask_once,clinician,both,SWAN: swan hyperactive impulsive total (respuesta estructurada),SWAN: swan hyperactive impulsive total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
swan_inattention_total,swan inattention total,adhd,both,score_derivado,swan_inattention_total,swan_inattention_total,supporting,swan,10,supporting,integer,integer_-27_27,ask_once,clinician,both,SWAN: swan inattention total (respuesta estructurada),SWAN: swan inattention total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
swan_total,swan total,adhd,both,score_derivado,swan_total,swan_total,supporting,swan,10,supporting,integer,integer_-43_44,ask_once,clinician,both,SWAN: swan total (respuesta estructurada),SWAN: swan total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_ysr,has ysr,adhd,psychologist,disponibilidad_instrumental,has_ysr,n/a,direct,ysr,10,direct,boolean,boolean_yes_no,ask_once,clinician,psychologist,YSR: has ysr (respuesta estructurada),YSR: has ysr (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_aggressive_behavior_proxy,ysr aggressive behavior proxy,adhd,psychologist,score_derivado,ysr_aggressive_behavior_proxy,ysr_aggressive_behavior_proxy,supporting,ysr,10,supporting,integer,integer_2_22,ask_once,child,psychologist,YSR: ysr aggressive behavior proxy (respuesta estructurada),YSR: ysr aggressive behavior proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_anxious_depressed_proxy,ysr anxious depressed proxy,adhd,psychologist,score_derivado,ysr_anxious_depressed_proxy,ysr_anxious_depressed_proxy,supporting,ysr,10,supporting,integer,integer_0_18,ask_once,child,psychologist,YSR: ysr anxious depressed proxy (respuesta estructurada),YSR: ysr anxious depressed proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_attention_problems_proxy,ysr attention problems proxy,adhd,psychologist,score_derivado,ysr_attention_problems_proxy,ysr_attention_problems_proxy,supporting,ysr,10,supporting,integer,integer_0_20,ask_once,child,psychologist,YSR: ysr attention problems proxy (respuesta estructurada),YSR: ysr attention problems proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_externalizing_proxy,ysr externalizing proxy,adhd,psychologist,score_derivado,ysr_externalizing_proxy,ysr_externalizing_proxy,supporting,ysr,10,supporting,integer,integer_4_39,ask_once,child,psychologist,YSR: ysr externalizing proxy (respuesta estructurada),YSR: ysr externalizing proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_internalizing_proxy,ysr internalizing proxy,adhd,psychologist,score_derivado,ysr_internalizing_proxy,ysr_internalizing_proxy,supporting,ysr,10,supporting,integer,integer_3_32,ask_once,child,psychologist,YSR: ysr internalizing proxy (respuesta estructurada),YSR: ysr internalizing proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
ysr_rule_breaking_proxy,ysr rule breaking proxy,adhd,psychologist,score_derivado,ysr_rule_breaking_proxy,ysr_rule_breaking_proxy,supporting,ysr,10,supporting,integer,integer_1_17,ask_once,child,psychologist,YSR: ysr rule breaking proxy (respuesta estructurada),YSR: ysr rule breaking proxy (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
